Skin Type,Skin Condition,Concern,Product Name,Product URL,Product Image URL
Dry,Eczema,Redness,Aroma Magic Aloe Vera Sunscreen,https://example.com/products/aroma-magic-aloe-vera-sunscreen,https://example.com/images/aroma-magic-aloe-vera-sunscreen.jpg
Dry,Acne,Sensitivity,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Combination,Healthy,Sensitivity,Himalaya Moisturizing Aloe Vera Face Wash,https://example.com/products/himalaya-moisturizing-aloe-vera-face-wash,https://example.com/images/himalaya-moisturizing-aloe-vera-face-wash.jpg
Oily,Psoriasis,Oiliness,Lacto Calamine Oil Balance Lotion,https://example.com/products/lacto-calamine-oil-balance-lotion,https://example.com/images/lacto-calamine-oil-balance-lotion.jpg
Normal,Eczema,Dryness,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Combination,Healthy,Sensitivity,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Combination,Acne,Dark Spots,Biotique Bio Morning Nectar Moisturizer,https://example.com/products/biotique-bio-morning-nectar-moisturizer,https://example.com/images/biotique-bio-morning-nectar-moisturizer.jpg
Oily,Acne,Oiliness,Forest Essentials Soundarya Radiance Cream,https://example.com/products/forest-essentials-soundarya-radiance-cream,https://example.com/images/forest-essentials-soundarya-radiance-cream.jpg
Normal,Psoriasis,Redness,WOW Skin Science Vitamin C Face Serum,https://example.com/products/wow-skin-science-vitamin-c-face-serum,https://example.com/images/wow-skin-science-vitamin-c-face-serum.jpg
Normal,Psoriasis,Redness,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Combination,Rosacea,Dark Spots,Pond's Super Light Gel,https://example.com/products/pond's-super-light-gel,https://example.com/images/pond's-super-light-gel.jpg
Dry,Acne,Acne,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Dry,Eczema,Oiliness,Mamaearth Ubtan Face Mask,https://example.com/products/mamaearth-ubtan-face-mask,https://example.com/images/mamaearth-ubtan-face-mask.jpg
Combination,Psoriasis,Redness,Biotique Bio Morning Nectar Moisturizer,https://example.com/products/biotique-bio-morning-nectar-moisturizer,https://example.com/images/biotique-bio-morning-nectar-moisturizer.jpg
Normal,Psoriasis,Dryness,MCaffeine Coffee Face Scrub,https://example.com/products/mcaffeine-coffee-face-scrub,https://example.com/images/mcaffeine-coffee-face-scrub.jpg
Dry,Rosacea,Dryness,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Dry,Acne,Oiliness,Lacto Calamine Oil Balance Lotion,https://example.com/products/lacto-calamine-oil-balance-lotion,https://example.com/images/lacto-calamine-oil-balance-lotion.jpg
Normal,Acne,Wrinkles,Mamaearth Tea Tree Face Wash,https://example.com/products/mamaearth-tea-tree-face-wash,https://example.com/images/mamaearth-tea-tree-face-wash.jpg
Normal,Healthy,Sensitivity,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Oily,Psoriasis,Acne,Mamaearth Tea Tree Face Wash,https://example.com/products/mamaearth-tea-tree-face-wash,https://example.com/images/mamaearth-tea-tree-face-wash.jpg
Combination,Psoriasis,Wrinkles,WOW Skin Science Vitamin C Face Serum,https://example.com/products/wow-skin-science-vitamin-c-face-serum,https://example.com/images/wow-skin-science-vitamin-c-face-serum.jpg
Oily,Psoriasis,Acne,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Normal,Psoriasis,Wrinkles,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Dry,Healthy,Redness,Forest Essentials Soundarya Radiance Cream,https://example.com/products/forest-essentials-soundarya-radiance-cream,https://example.com/images/forest-essentials-soundarya-radiance-cream.jpg
Dry,Acne,Sensitivity,Derma Co 2% Salicylic Acid Face Serum,https://example.com/products/derma-co-2%-salicylic-acid-face-serum,https://example.com/images/derma-co-2%-salicylic-acid-face-serum.jpg
Normal,Acne,Oiliness,Forest Essentials Soundarya Radiance Cream,https://example.com/products/forest-essentials-soundarya-radiance-cream,https://example.com/images/forest-essentials-soundarya-radiance-cream.jpg
Oily,Eczema,Dark Spots,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Oily,Healthy,Sensitivity,WOW Skin Science Vitamin C Face Serum,https://example.com/products/wow-skin-science-vitamin-c-face-serum,https://example.com/images/wow-skin-science-vitamin-c-face-serum.jpg
Normal,Rosacea,Sensitivity,Lakme Absolute Perfect Radiance Cream,https://example.com/products/lakme-absolute-perfect-radiance-cream,https://example.com/images/lakme-absolute-perfect-radiance-cream.jpg
Oily,Psoriasis,Oiliness,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Dry,Acne,Wrinkles,Forest Essentials Soundarya Radiance Cream,https://example.com/products/forest-essentials-soundarya-radiance-cream,https://example.com/images/forest-essentials-soundarya-radiance-cream.jpg
Dry,Rosacea,Wrinkles,WOW Skin Science Vitamin C Face Serum,https://example.com/products/wow-skin-science-vitamin-c-face-serum,https://example.com/images/wow-skin-science-vitamin-c-face-serum.jpg
Oily,Acne,Dryness,Biotique Bio Morning Nectar Moisturizer,https://example.com/products/biotique-bio-morning-nectar-moisturizer,https://example.com/images/biotique-bio-morning-nectar-moisturizer.jpg
Dry,Eczema,Sensitivity,Plum Green Tea Mattifying Moisturizer,https://example.com/products/plum-green-tea-mattifying-moisturizer,https://example.com/images/plum-green-tea-mattifying-moisturizer.jpg
Dry,Eczema,Wrinkles,Lakme Absolute Perfect Radiance Cream,https://example.com/products/lakme-absolute-perfect-radiance-cream,https://example.com/images/lakme-absolute-perfect-radiance-cream.jpg
Oily,Acne,Dark Spots,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Oily,Rosacea,Wrinkles,Pond's Super Light Gel,https://example.com/products/pond's-super-light-gel,https://example.com/images/pond's-super-light-gel.jpg
Oily,Eczema,Acne,WOW Skin Science Vitamin C Face Serum,https://example.com/products/wow-skin-science-vitamin-c-face-serum,https://example.com/images/wow-skin-science-vitamin-c-face-serum.jpg
Combination,Psoriasis,Oiliness,WOW Skin Science Vitamin C Face Serum,https://example.com/products/wow-skin-science-vitamin-c-face-serum,https://example.com/images/wow-skin-science-vitamin-c-face-serum.jpg
Normal,Healthy,Dark Spots,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Combination,Healthy,Redness,Derma Co 2% Salicylic Acid Face Serum,https://example.com/products/derma-co-2%-salicylic-acid-face-serum,https://example.com/images/derma-co-2%-salicylic-acid-face-serum.jpg
Normal,Acne,Wrinkles,Aroma Magic Aloe Vera Sunscreen,https://example.com/products/aroma-magic-aloe-vera-sunscreen,https://example.com/images/aroma-magic-aloe-vera-sunscreen.jpg
Normal,Healthy,Dryness,Mamaearth Tea Tree Face Wash,https://example.com/products/mamaearth-tea-tree-face-wash,https://example.com/images/mamaearth-tea-tree-face-wash.jpg
Normal,Acne,Oiliness,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Oily,Acne,Redness,MCaffeine Coffee Face Scrub,https://example.com/products/mcaffeine-coffee-face-scrub,https://example.com/images/mcaffeine-coffee-face-scrub.jpg
Normal,Psoriasis,Dark Spots,Nivea Soft Light Moisturizer,https://example.com/products/nivea-soft-light-moisturizer,https://example.com/images/nivea-soft-light-moisturizer.jpg
Normal,Rosacea,Sensitivity,Cetaphil Gentle Skin Cleanser,https://example.com/products/cetaphil-gentle-skin-cleanser,https://example.com/images/cetaphil-gentle-skin-cleanser.jpg
Combination,Eczema,Dark Spots,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Normal,Rosacea,Acne,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Dry,Healthy,Redness,Himalaya Neem Face Wash,https://example.com/products/himalaya-neem-face-wash,https://example.com/images/himalaya-neem-face-wash.jpg
Combination,Rosacea,Oiliness,Forest Essentials Soundarya Radiance Cream,https://example.com/products/forest-essentials-soundarya-radiance-cream,https://example.com/images/forest-essentials-soundarya-radiance-cream.jpg
Oily,Eczema,Redness,Derma Co 2% Salicylic Acid Face Serum,https://example.com/products/derma-co-2%-salicylic-acid-face-serum,https://example.com/images/derma-co-2%-salicylic-acid-face-serum.jpg
Normal,Acne,Dark Spots,Nivea Soft Light Moisturizer,https://example.com/products/nivea-soft-light-moisturizer,https://example.com/images/nivea-soft-light-moisturizer.jpg
Oily,Healthy,Acne,Pond's Super Light Gel,https://example.com/products/pond's-super-light-gel,https://example.com/images/pond's-super-light-gel.jpg
Oily,Psoriasis,Redness,Lakme Absolute Perfect Radiance Cream,https://example.com/products/lakme-absolute-perfect-radiance-cream,https://example.com/images/lakme-absolute-perfect-radiance-cream.jpg
Oily,Rosacea,Redness,Kaya Clinic Brightening Night Cream,https://example.com/products/kaya-clinic-brightening-night-cream,https://example.com/images/kaya-clinic-brightening-night-cream.jpg
Combination,Acne,Sensitivity,Derma Co 2% Salicylic Acid Face Serum,https://example.com/products/derma-co-2%-salicylic-acid-face-serum,https://example.com/images/derma-co-2%-salicylic-acid-face-serum.jpg
Normal,Eczema,Wrinkles,Lacto Calamine Oil Balance Lotion,https://example.com/products/lacto-calamine-oil-balance-lotion,https://example.com/images/lacto-calamine-oil-balance-lotion.jpg
Combination,Acne,Dryness,Aroma Magic Aloe Vera Sunscreen,https://example.com/products/aroma-magic-aloe-vera-sunscreen,https://example.com/images/aroma-magic-aloe-vera-sunscreen.jpg
Combination,Acne,Wrinkles,Mamaearth Ubtan Face Mask,https://example.com/products/mamaearth-ubtan-face-mask,https://example.com/images/mamaearth-ubtan-face-mask.jpg
Combination,Eczema,Redness,Lacto Calamine Oil Balance Lotion,https://example.com/products/lacto-calamine-oil-balance-lotion,https://example.com/images/lacto-calamine-oil-balance-lotion.jpg
Combination,Rosacea,Dryness,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Normal,Eczema,Acne,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Dry,Eczema,Wrinkles,Mamaearth Tea Tree Face Wash,https://example.com/products/mamaearth-tea-tree-face-wash,https://example.com/images/mamaearth-tea-tree-face-wash.jpg
Oily,Healthy,Wrinkles,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Dry,Acne,Wrinkles,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Dry,Rosacea,Oiliness,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Oily,Healthy,Wrinkles,Nivea Soft Light Moisturizer,https://example.com/products/nivea-soft-light-moisturizer,https://example.com/images/nivea-soft-light-moisturizer.jpg
Oily,Eczema,Dark Spots,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Oily,Healthy,Oiliness,MCaffeine Coffee Face Scrub,https://example.com/products/mcaffeine-coffee-face-scrub,https://example.com/images/mcaffeine-coffee-face-scrub.jpg
Oily,Eczema,Acne,Cetaphil Gentle Skin Cleanser,https://example.com/products/cetaphil-gentle-skin-cleanser,https://example.com/images/cetaphil-gentle-skin-cleanser.jpg
Combination,Acne,Dryness,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Combination,Psoriasis,Wrinkles,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Dry,Psoriasis,Oiliness,Cetaphil Gentle Skin Cleanser,https://example.com/products/cetaphil-gentle-skin-cleanser,https://example.com/images/cetaphil-gentle-skin-cleanser.jpg
Dry,Rosacea,Sensitivity,Himalaya Moisturizing Aloe Vera Face Wash,https://example.com/products/himalaya-moisturizing-aloe-vera-face-wash,https://example.com/images/himalaya-moisturizing-aloe-vera-face-wash.jpg
Combination,Acne,Dryness,Mamaearth Tea Tree Face Wash,https://example.com/products/mamaearth-tea-tree-face-wash,https://example.com/images/mamaearth-tea-tree-face-wash.jpg
Normal,Acne,Dryness,Biotique Bio Morning Nectar Moisturizer,https://example.com/products/biotique-bio-morning-nectar-moisturizer,https://example.com/images/biotique-bio-morning-nectar-moisturizer.jpg
Combination,Psoriasis,Dark Spots,MCaffeine Coffee Face Scrub,https://example.com/products/mcaffeine-coffee-face-scrub,https://example.com/images/mcaffeine-coffee-face-scrub.jpg
Oily,Acne,Dryness,Biotique Bio Morning Nectar Moisturizer,https://example.com/products/biotique-bio-morning-nectar-moisturizer,https://example.com/images/biotique-bio-morning-nectar-moisturizer.jpg
Dry,Psoriasis,Sensitivity,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Dry,Acne,Redness,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Combination,Psoriasis,Redness,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Combination,Healthy,Wrinkles,Biotique Bio Morning Nectar Moisturizer,https://example.com/products/biotique-bio-morning-nectar-moisturizer,https://example.com/images/biotique-bio-morning-nectar-moisturizer.jpg
Oily,Rosacea,Dark Spots,VLCC Almond Honey Deep Nourishing Skin Cream,https://example.com/products/vlcc-almond-honey-deep-nourishing-skin-cream,https://example.com/images/vlcc-almond-honey-deep-nourishing-skin-cream.jpg
Oily,Healthy,Acne,Kaya Clinic Brightening Night Cream,https://example.com/products/kaya-clinic-brightening-night-cream,https://example.com/images/kaya-clinic-brightening-night-cream.jpg
Oily,Healthy,Oiliness,Himalaya Moisturizing Aloe Vera Face Wash,https://example.com/products/himalaya-moisturizing-aloe-vera-face-wash,https://example.com/images/himalaya-moisturizing-aloe-vera-face-wash.jpg
Normal,Healthy,Oiliness,Lakme Absolute Perfect Radiance Cream,https://example.com/products/lakme-absolute-perfect-radiance-cream,https://example.com/images/lakme-absolute-perfect-radiance-cream.jpg
Combination,Healthy,Wrinkles,Himalaya Moisturizing Aloe Vera Face Wash,https://example.com/products/himalaya-moisturizing-aloe-vera-face-wash,https://example.com/images/himalaya-moisturizing-aloe-vera-face-wash.jpg
Oily,Eczema,Oiliness,Kaya Clinic Brightening Night Cream,https://example.com/products/kaya-clinic-brightening-night-cream,https://example.com/images/kaya-clinic-brightening-night-cream.jpg
Combination,Psoriasis,Acne,Plum Green Tea Mattifying Moisturizer,https://example.com/products/plum-green-tea-mattifying-moisturizer,https://example.com/images/plum-green-tea-mattifying-moisturizer.jpg
Combination,Healthy,Wrinkles,Plum Green Tea Mattifying Moisturizer,https://example.com/products/plum-green-tea-mattifying-moisturizer,https://example.com/images/plum-green-tea-mattifying-moisturizer.jpg
Normal,Healthy,Dryness,Cetaphil Gentle Skin Cleanser,https://example.com/products/cetaphil-gentle-skin-cleanser,https://example.com/images/cetaphil-gentle-skin-cleanser.jpg
Combination,Eczema,Dryness,Himalaya Moisturizing Aloe Vera Face Wash,https://example.com/products/himalaya-moisturizing-aloe-vera-face-wash,https://example.com/images/himalaya-moisturizing-aloe-vera-face-wash.jpg
Normal,Healthy,Acne,Lotus Herbals WhiteGlow Night Cream,https://example.com/products/lotus-herbals-whiteglow-night-cream,https://example.com/images/lotus-herbals-whiteglow-night-cream.jpg
Normal,Healthy,Dryness,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Oily,Psoriasis,Sensitivity,Neutrogena Hydro Boost Water Gel,https://example.com/products/neutrogena-hydro-boost-water-gel,https://example.com/images/neutrogena-hydro-boost-water-gel.jpg
Combination,Eczema,Dark Spots,Lacto Calamine Oil Balance Lotion,https://example.com/products/lacto-calamine-oil-balance-lotion,https://example.com/images/lacto-calamine-oil-balance-lotion.jpg
Combination,Psoriasis,Dryness,Lakme Absolute Perfect Radiance Cream,https://example.com/products/lakme-absolute-perfect-radiance-cream,https://example.com/images/lakme-absolute-perfect-radiance-cream.jpg
Dry,Eczema,Dark Spots,Pond's Super Light Gel,https://example.com/products/pond's-super-light-gel,https://example.com/images/pond's-super-light-gel.jpg
